D,0,0
D,1,0
D,2,0
D,3,0
D,4,0
D,5,0
D,6,0
D,7,0
D,0,1
D,1,1
D,2,1
D,3,1
D,4,1
D,5,1
D,6,1
D,7,1
D,0,2
D,1,2
D,2,2
D,3,2
D,4,2
D,5,2
D,6,2
D,7,2
D,0,3
D,1,3
D,2,3
D,3,3
D,4,3
D,5,3
D,6,3
D,7,3
D,0,4
D,1,4
D,2,4
D,3,4
D,4,4
D,5,4
D,6,4
D,7,4
D,0,5
D,1,5
D,2,5
D,3,5
D,4,5
D,5,5
D,6,5
D,7,5
D,0,6
D,1,6
D,2,6
D,3,6
D,4,6
D,5,6
D,6,6
D,7,6
D,0,7
D,1,7
D,2,7
D,3,7
D,4,7
D,5,7
D,6,7
D,7,7
D,0,8
D,1,8
D,2,8
D,3,8
D,4,8
D,5,8
D,6,8
D,7,8
D,0,9
D,1,9
D,2,9
D,3,9
D,4,9
D,5,9
D,6,9
D,7,9
D,0,10
D,1,10
D,2,10
D,3,10
D,4,10
D,5,10
D,6,10
D,7,10
D,0,11
D,1,11
D,2,11
D,3,11
D,4,11
D,5,11
D,6,11
D,7,11
D,0,12
D,1,12
D,2,12
D,3,12
D,4,12
D,5,12
D,6,12
D,7,12
D,0,13
D,1,13
D,2,13
D,3,13
D,4,13
D,5,13
D,6,13
D,7,13
D,0,14
D,1,14
D,2,14
D,3,14
D,4,14
D,5,14
D,6,14
D,7,14
D,0,15
D,1,15
D,2,15
D,3,15
D,4,15
D,5,15
D,6,15
D,7,15
D,0,16
D,1,16
D,2,16
D,3,16
D,4,16
D,5,16
D,6,16
D,7,16
D,0,17
D,1,17
D,2,17
D,3,17
D,4,17
D,5,17
D,6,17
D,7,17
D,0,18
D,1,18
D,2,18
D,3,18
D,4,18
D,5,18
D,6,18
D,7,18
D,0,19
D,1,19
D,2,19
D,3,19
D,4,19
D,5,19
D,6,19
D,7,19
D,0,20
D,1,20
D,2,20
D,3,20
D,4,20
D,5,20
D,6,20
D,7,20
D,0,21
D,1,21
D,2,21
D,3,21
D,4,21
D,5,21
D,6,21
D,7,21
D,0,22
D,1,22
D,2,22
D,3,22
D,4,22
D,5,22
D,6,22
D,7,22
D,0,23
D,1,23
D,2,23
D,3,23
D,4,23
D,5,23
D,6,23
D,7,23
D,0,24
D,1,24
D,2,24
D,3,24
D,4,24
D,5,24
D,6,24
D,7,24
D,0,25
D,1,25
D,2,25
D,3,25
D,4,25
D,5,25
D,6,25
D,7,25
D,0,26
D,1,26
D,2,26
D,3,26
D,4,26
D,5,26
D,6,26
D,7,26
D,0,27
D,1,27
D,2,27
D,3,27
D,4,27
D,5,27
D,6,27
D,7,27
D,0,28
D,1,28
D,2,28
D,3,28
D,4,28
D,5,28
D,6,28
D,7,28
D,0,29
D,1,29
D,2,29
D,3,29
D,4,29
D,5,29
D,6,29
D,7,29
D,0,30
D,1,30
D,2,30
D,3,30
D,4,30
D,5,30
D,6,30
D,7,30
D,0,31
D,1,31
D,2,31
D,3,31
D,4,31
D,5,31
D,6,31
D,7,31
